"CountryCode","SeriesCode","DESCRIPTION",
"FIN","IT.MLT.MAIN.P2","Ministry of Transport and Communications. From 2005: Finnish Communications Regulatory Authority.",
"FIN","SP.ADO.TFRT","Including Åland Islands.",
"FIN","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"FIN","SP.DYN.TFRT.IN","Data sources : Eurostat",
"FIN","SP.POP.TOTL","Data sources : Eurostat",
"FJI","IT.CEL.SETS.P2","Until 2003: Telecom Fiji. Ministry of Information, Communications & Media Relations. Ministry of Industry, Tourism, Trade & Communications",
"FJI","IT.MLT.MAIN.P2","Until 2003: Telecom Fiji. Ministry of Information, Communications & Media Relations. Ministry of Industry, Tourism, Trade & Communications",
"FJI","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"FJI","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"FJI","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"FRA","IT.CEL.SETS.P2","Until 1996: France Télécom. Autorité de Régulation des Communications Electroniques et des Postes (ACREP) (formerly ART).",
"FRA","IT.MLT.MAIN.P2","Until 1996: France Télécom. Autorité de Régulation des Communications Electroniques et des Postes (ACREP) (formerly ART).",
"FRA","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"FRA","SP.DYN.TFRT.IN","Data sources and note : Eurostat, United Nations World Population Prospects. Including the French overseas departments of French Guiana, Guadeloupe, Martinique, Réunion.",
"FRA","SP.POP.TOTL","Data sources : Eurostat, United Nations World Population Prospects. Including the French overseas departments of French Guiana, Guadeloupe, Martinique, Mayotte, and Réunion.",
"FRO","IT.CEL.SETS.P2","The Faroese Telephone Company, Danish National Telecom Agency.  Post and Telecom Surveillance Authority",
"FRO","IT.MLT.MAIN.P2","The Faroese Telephone Company, Danish National Telecom Agency.  Post and Telecom Surveillance Authority",
"FRO","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"FRO","SP.DYN.TFRT.IN","Data sources : Statistics Faroe Islands",
"FRO","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"FSM","IT.CEL.SETS.P2","FSM Telecommunication Corporation.",
"FSM","IT.MLT.MAIN.P2","FSM Telecommunication Corporation.",
"FSM","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"FSM","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"FSM","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"GAB","IT.CEL.SETS.P2","Until 2001: Office des postes et des télécommunications (OPT). Gabon Telecom S.A.",
"GAB","IT.MLT.MAIN.P2","Until 2001: Office des postes et des télécommunications (OPT). Gabon Telecom S.A.",
"GAB","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"GAB","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"GAB","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"GBR","IT.CEL.SETS.P2","Office of Communications (Ofcom).",
"GBR","IT.MLT.MAIN.P2","Office of Communications (Ofcom).",
"GBR","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"GBR","SP.DYN.TFRT.IN","Data sources : Eurostat",
"GBR","SP.POP.TOTL","Data sources : Eurostat",
"GEO","IT.CEL.SETS.P2","Ministry of Communications, From 2001: Georgian National Communications Commission (GNCC).",
"GEO","IT.MLT.MAIN.P2","Ministry of Communications, From 2001: Georgian National Communications Commission (GNCC).",
"GEO","NY.GNP.PCAP.CD","Excludes Abkhazia and South Ossetia.",
"GEO","SG.GEN.PARL.ZS","Elections were held in November 2003. However, on 25 November 2003, the election results were annuled by the Supreme Court of Georgia. New elections will be held in March 2004.",
"GEO","SP.ADO.TFRT","Including Abkhazia and South Ossetia.",
"GEO","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"GEO","SP.DYN.TFRT.IN","Data sources and note : United Nations World Population Prospects. Including Abkhazia and South Ossetia.",
"GEO","SP.POP.TOTL","Data sources : GeoStats. GeoStats. Adjusted to mid-year population using geometric mean for the years where mid-year population figures are not available. Excluding Abkhazia and South Ossetia.",
"GHA","IT.CEL.SETS.P2","Ghana Telecom. From 2002: National Communications Authority (NCA).",
"GHA","IT.MLT.MAIN.P2","Ghana Telecom. From 2002: National Communications Authority (NCA).",
"GHA","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"GHA","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"GHA","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"GIB","IT.CEL.SETS.P2","Gibtelecom. Gibraltar Regulatory Authority./",
"GIB","IT.MLT.MAIN.P2","Gibtelecom. Gibraltar Regulatory Authority./",
"GIB","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"GIN","IT.CEL.SETS.P2","Société des Télécommunications de Guinée (SOTELGUI). Ministère de la Communication et des Nouvelles Technologies de l'Information.",
"GIN","IT.MLT.MAIN.P2","Société des Télécommunications de Guinée (SOTELGUI). Ministère de la Communication et des Nouvelles Technologies de l'Information.",
"GIN","SG.GEN.PARL.ZS","The parliament was dissolved following the December 2008 coup",
"GIN","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"GIN","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"GIN","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"GMB","IT.CEL.SETS.P2","Gambia Telecommunications Co. Ltd (GAMTEL). From 2005: The Gambia Public Utilities Regulatory Authority.",
"GMB","IT.MLT.MAIN.P2","Gambia Telecommunications Co. Ltd (GAMTEL). From 2005: The Gambia Public Utilities Regulatory Authority.",
"GMB","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"GMB","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"GMB","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"GNB","IT.CEL.SETS.P2","Until 2001: Ministério dos Transportes e Comunicações. Instituto das Comunicações da Guiné-Bissau.",
"GNB","IT.MLT.MAIN.P2","Until 2001: Ministério dos Transportes e Comunicações. Instituto das Comunicações da Guiné-Bissau.",
"GNB","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"GNB","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"GNB","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"GNQ","IT.CEL.SETS.P2","Until 2001: Ministerio de Transportes, Información y Comunicaciones. La Société Anonyme de Télécommunications de la République de Guinée Equatoriale (GETESA).",
"GNQ","IT.MLT.MAIN.P2","Until 2001: Ministerio de Transportes, Información y Comunicaciones. La Société Anonyme de Télécommunications de la République de Guinée Equatoriale (GETESA).",
"GNQ","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"GNQ","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"GNQ","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"GRC","IT.CEL.SETS.P2","Hellenic Telecommunications & Post Commission (EETT).",
"GRC","IT.MLT.MAIN.P2","Hellenic Telecommunications & Post Commission (EETT).",
"GRC","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"GRC","SP.DYN.TFRT.IN","Data sources : Eurostat",
"GRC","SP.POP.TOTL","Data sources : Eurostat",
"GRD","IT.CEL.SETS.P2","Cable and Wireless (WI).",
"GRD","IT.MLT.MAIN.P2","Cable and Wireless (WI).",
"GRD","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"GRD","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"GRD","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"GRL","IT.CEL.SETS.P2","Tele Greenland A/S.",
"GRL","IT.MLT.MAIN.P2","Tele Greenland A/S.",
"GRL","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"GRL","SP.DYN.TFRT.IN","Data sources : Statistics Greenland",
"GRL","SP.POP.TOTL","Data sources : Statistics Greenland",
"GTM","IT.CEL.SETS.P2","Until 1998: Empresa Guatemalteca de Telecomunicaciones. Superintendencia de Telecomunicaciones de Guatemala (SIT).",
"GTM","IT.MLT.MAIN.P2","Until 1998: Empresa Guatemalteca de Telecomunicaciones. Superintendencia de Telecomunicaciones de Guatemala (SIT).",
"GTM","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"GTM","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"GTM","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"GUM","IT.CEL.SETS.P2","Guam Telephone Authority.",
"GUM","IT.MLT.MAIN.P2","Guam Telephone Authority.",
"GUM","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"GUM","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"GUM","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"GUY","IT.CEL.SETS.P2","Guyana Telephone and Telegraph Company Ltd. From 2000: National Frequency Management Unit.",
"GUY","IT.MLT.MAIN.P2","Guyana Telephone and Telegraph Company Ltd. From 2000: National Frequency Management Unit.",
"GUY","PA.NUS.PPP","Estimates are based on regression.",
"GUY","PA.NUS.PRVT.PP","Estimates are based on regression.",
"GUY","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"GUY","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"GUY","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"HKG","IT.CEL.SETS.P2","Office of the Telecommunications Authority (OFTA).",
"HKG","IT.MLT.MAIN.P2","Office of the Telecommunications Authority (OFTA).",
"HKG","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"HKG","SP.DYN.TFRT.IN","Data sources : Census and Statistics Department, United Nations World Population Prospects",
"HKG","SP.POP.TOTL","Data sources : Census and Statistics Department",
"HND","IT.CEL.SETS.P2","Until 2001: Empresa Hondureña de Telecomunicaciones (HONDUTEL). Comisión Nacional de Telecomunicaciones (CONATEL).",
"HND","IT.MLT.MAIN.P2","Until 2001: Empresa Hondureña de Telecomunicaciones (HONDUTEL). Comisión Nacional de Telecomunicaciones (CONATEL).",
"HND","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"HND","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"HND","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"HRV","IT.CEL.SETS.P2","Croatian Post and Telecommunications (HPT). From 2002: Croatian Telecommunication Agency.",
"HRV","IT.MLT.MAIN.P2","Croatian Post and Telecommunications (HPT). From 2002: Croatian Telecommunication Agency.",
"HRV","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"HRV","SP.DYN.TFRT.IN","Data sources : Croatian Bureau of Statistics, Eurostat, United Nations World Population Prospects",
"HRV","SP.POP.TOTL","Data sources : Croatian Bureau of Statistics, Council of Europe",
"HTI","IT.CEL.SETS.P2","Conseil National des Télécommunications (CONATEL).",
"HTI","IT.MLT.MAIN.P2","Conseil National des Télécommunications (CONATEL).",
"HTI","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"HTI","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"HTI","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"HUN","IT.CEL.SETS.P2","MATAV Hungarian Telecommunication Company Ltd. From 1998: National Communications Authority.",
"HUN","IT.MLT.MAIN.P2","MATAV Hungarian Telecommunication Company Ltd. From 1998: National Communications Authority.",
"HUN","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"HUN","SP.DYN.TFRT.IN","Data sources : Eurostat",
"HUN","SP.POP.TOTL","Data sources : Eurostat",
"IDN","IT.CEL.SETS.P2","Directorate General of Posts and Telecommunications (POSTEL), PT Indosat, PT Telekom.",
"IDN","IT.MLT.MAIN.P2","Directorate General of Posts and Telecommunications (POSTEL), PT Indosat, PT Telekom.",
"IDN","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"IDN","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"IDN","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"IMN","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"IMN","SP.DYN.TFRT.IN","Data sources : CIA World Fact book",
"IMN","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"IND","IT.CEL.SETS.P2","Department of Telecommunications (DOT). Ministry of Communications and Information Technology.",
"IND","IT.MLT.MAIN.P2","Department of Telecommunications (DOT). Ministry of Communications and Information Technology.",
"IND","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"IND","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"IND","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"IRL","IT.CEL.SETS.P2","Commission for Communications Regulation.",
"IRL","IT.MLT.MAIN.P2","Commission for Communications Regulation.",
"IRL","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"IRL","SP.DYN.TFRT.IN","Data sources : Eurostat",
"IRL","SP.POP.TOTL","Data sources : Eurostat",
"IRN","IT.CEL.SETS.P2","Ministry of Information and Communications Technology. From 2003: Communications Regulatory Authority (CRA).",
"IRN","IT.MLT.MAIN.P2","Ministry of Information and Communications Technology. From 2003: Communications Regulatory Authority (CRA).",
"IRN","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"IRN","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"IRN","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"IRQ","IT.CEL.SETS.P2","Ministry of Planning & Cooperation Development. Ministry of Communications",
"IRQ","IT.MLT.MAIN.P2","Ministry of Planning & Cooperation Development. Ministry of Communications",
"IRQ","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"IRQ","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"IRQ","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"ISL","IT.CEL.SETS.P2","Iceland Telecom Ltd. From 2004: Post and Telecom Administration.",
"ISL","IT.MLT.MAIN.P2","Iceland Telecom Ltd. From 2004: Post and Telecom Administration.",
"ISL","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"ISL","SP.DYN.TFRT.IN","Data sources : Eurostat",
"ISL","SP.POP.TOTL","Data sources : Eurostat",
"ISR","IT.CEL.SETS.P2","The Israel Telecommunication Corp. (Bezeq), From 1998: Ministry of Communications.",
"ISR","IT.MLT.MAIN.P2","The Israel Telecommunication Corp. (Bezeq), From 1998: Ministry of Communications.",
"ISR","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"ISR","SP.DYN.TFRT.IN","Data sources : Central Bureau of Statistics",
"ISR","SP.POP.TOTL","Data sources : Central Bureau of Statistics",
"ITA","IT.CEL.SETS.P2","Telecom Italia. Ministry of ECONOMIC DEVELOPMENT - Communications",
"ITA","IT.MLT.MAIN.P2","Telecom Italia. Ministry of ECONOMIC DEVELOPMENT - Communications",
"ITA","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"ITA","SP.DYN.TFRT.IN","Data sources : Eurostat",
"ITA","SP.POP.TOTL","Data sources : Eurostat",
"JAM","IT.CEL.SETS.P2","Cable & Wireless. From 2002: Office of Utilities Regulation.",
"JAM","IT.MLT.MAIN.P2","Cable & Wireless. From 2002: Office of Utilities Regulation.",
"JAM","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"JAM","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"JAM","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"JOR","IT.CEL.SETS.P2","Jordan Telecom. From 1999: Telecommunications Regulatory Commission.",
"JOR","IT.MLT.MAIN.P2","Jordan Telecom. From 1999: Telecommunications Regulatory Commission.",
"JOR","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"JOR","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"JOR","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"JPN","IT.CEL.SETS.P2","Ministry of Internal Affairs and Communications (MIC); Telecommunications Carriers Associations (TCA).",
"JPN","IT.MLT.MAIN.P2","Ministry of Internal Affairs and Communications (MIC); Telecommunications Carriers Associations (TCA).",
"JPN","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"JPN","SP.DYN.TFRT.IN","Data sources : Ministry of Internal Affairs and Communications, Statistics Bureau",
"JPN","SP.POP.TOTL","Data sources : Ministry of Internal Affairs and Communications, Statistics Bureau; United Nations Population and Vital Statistics Report",
"KAZ","IT.CEL.SETS.P2","Ministry of Transport and Communications. Ministry for Communications and Information of Republic of Kazakhstan",
"KAZ","IT.MLT.MAIN.P2","Ministry of Transport and Communications. Ministry for Communications and Information of Republic of Kazakhstan",
"KAZ","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"KAZ","SP.DYN.TFRT.IN","Data sources : Statistical Agency of Kazakhstan, TransMONEE, United Nations World Population Prospects",
"KAZ","SP.POP.TOTL","Data sources : Statistical Agency of Kazakhstan, 1979 Census, 1989 Census, United Nations World Population Prospects",
"KEN","IT.CEL.SETS.P2","Kenya Posts and Telecommunications Corporation. From 1999: Communications Commission of Kenya (CCK).",
"KEN","IT.MLT.MAIN.P2","Kenya Posts and Telecommunications Corporation. From 1999: Communications Commission of Kenya (CCK).",
"KEN","SG.GEN.PARL.ZS","Situation for 1 January 2008 for directly elected members endorsed by the electoral commission. The additional twelve appointed seats and two ex-officio seats had yet to be filled.",
"KEN","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"KEN","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"KEN","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"KGZ","IT.CEL.SETS.P2","Kyrgyz Telecom. Ministry of Transport and Communications. From 2005: National Communications Agency.",
"KGZ","IT.MLT.MAIN.P2","Kyrgyz Telecom. Ministry of Transport and Communications. From 2005: National Communications Agency.",
"KGZ","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"KGZ","SP.DYN.TFRT.IN","Data sources : TransMONEE, United Nations World Population Prospects",
"KGZ","SP.POP.TOTL","Data sources : National Statistical Committee",
"KHM","IT.CEL.SETS.P2","Ministry of Post and Telecommunications (MPTC).",
"KHM","IT.MLT.MAIN.P2","Ministry of Post and Telecommunications (MPTC).",
"KHM","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"KHM","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"KHM","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"KIR","IT.CEL.SETS.P2","Telecom Services Kiribati Limited (TSKL). Telecommunications Authority of Kiribati",
"KIR","IT.MLT.MAIN.P2","Telecom Services Kiribati Limited (TSKL). Telecommunications Authority of Kiribati",
"KIR","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"KIR","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"KIR","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"KNA","IT.CEL.SETS.P2","Cable & Wireless St. Kitts & Nevis. Ministry of Communications, Works, Utilities, Posts and Telegraph. Ministry of International Trade, Labour, Social Security, oTelecommunications and Technology",
"KNA","IT.MLT.MAIN.P2","Cable & Wireless St. Kitts & Nevis. Ministry of Communications, Works, Utilities, Posts and Telegraph. Ministry of International Trade, Labour, Social Security, oTelecommunications and Technology",
"KNA","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"KNA","SP.DYN.TFRT.IN","Data sources : United Nations Population and Vital Statistics Report",
"KNA","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"KOR","IT.CEL.SETS.P2","Ministry of Information and Communication. Korea Communications Commission.",
"KOR","IT.MLT.MAIN.P2","Ministry of Information and Communication. Korea Communications Commission.",
"KOR","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"KOR","SP.DYN.TFRT.IN","Data sources : Korean Statistical Information Service, United Nations World Population Prospects",
"KOR","SP.POP.TOTL","Data sources : Korean Statistical Information Service",
"KWT","IT.CEL.SETS.P2","Ministry of Communications.",
"KWT","IT.MLT.MAIN.P2","Ministry of Communications.",
"KWT","SG.GEN.PARL.ZS","No woman candidate was elected in the 2006 elections. However, one woman, appointed to the 16-member cabinet, is counted, because cabinet ministers also sit in parliament. In 2008, two women were appointed to the 16-member cabinet sworn in June 2008.",
"KWT","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"KWT","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"KWT","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"LAO","IT.CEL.SETS.P2","Lao Telecommunications Co., Ltd.; Ministère des communications, transports, postes et de la construction. National Authority of Post and Telecommunication.",
"LAO","IT.MLT.MAIN.P2","Lao Telecommunications Co., Ltd.; Ministère des communications, transports, postes et de la construction. National Authority of Post and Telecommunication.",
"LAO","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"LAO","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"LAO","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"LBN","IT.CEL.SETS.P2","Ministère des Postes et des Télécommunications.",
"LBN","IT.MLT.MAIN.P2","Ministère des Postes et des Télécommunications.",
"LBN","PA.NUS.PPP","Estimates are based on regression.",
"LBN","PA.NUS.PRVT.PP","Estimates are based on regression.",
"LBN","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"LBN","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"LBN","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"LBR","IT.CEL.SETS.P2","Liberia Telecommunications Corporation (LTC). Ministry of Posts and Telecommunications",
"LBR","IT.MLT.MAIN.P2","Liberia Telecommunications Corporation (LTC). Ministry of Posts and Telecommunications",
"LBR","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"LBR","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"LBR","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"LBY","IT.CEL.SETS.P2","Ministry of Transport and Communications. National Economic Strategy.",
"LBY","IT.MLT.MAIN.P2","Ministry of Transport and Communications. National Economic Strategy.",
"LBY","PA.NUS.PPP","Estimates are based on regression.",
"LBY","PA.NUS.PRVT.PP","Estimates are based on regression.",
"LBY","SG.GEN.PARL.ZS","Following the popular uprising and protracted fighting that eventually ousted Col. Muammar Gaddafi, the General People's Congress - the unicameral parliament of the now defunct Libyan Arab Jamahiriya - has ceased to function. Parliamentary elections are expected to be held in 2012 under the supervision of the National Transitional Council, the interim government of the new Libya.",
"LBY","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"LBY","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"LBY","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"LCA","IT.CEL.SETS.P2","Cable and Wireless (W.I.) Ltd.  (C&W). National Telecommunications Regulatory Commission",
"LCA","IT.MLT.MAIN.P2","Cable and Wireless (W.I.) Ltd.  (C&W). National Telecommunications Regulatory Commission",
"LCA","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"LCA","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"LCA","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"LIE","IT.CEL.SETS.P2","Office for Communications.",
"LIE","IT.MLT.MAIN.P2","Office for Communications.",
"LIE","SP.DYN.TFRT.IN","Data sources : Eurostat",
"LIE","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"LKA","IT.CEL.SETS.P2","Telecommunications Regulatory Commission of Sri Lanka.",
"LKA","IT.MLT.MAIN.P2","Telecommunications Regulatory Commission of Sri Lanka.",
"LKA","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"LKA","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"LKA","SP.POP.TOTL","Data sources : Department of Census and Statistics Sri Lanka, United Nations World Population Prospects",
"LSO","IT.CEL.SETS.P2","Telecomm Lesotho (TCL), From 2002: Lesotho Telecommunications Authority (LTA).",
"LSO","IT.MLT.MAIN.P2","Telecomm Lesotho (TCL), From 2002: Lesotho Telecommunications Authority (LTA).",
"LSO","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"LSO","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"LSO","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"LTU","IT.CEL.SETS.P2","Lithuanian Telecom. From 2002: Communications Regulatory Authority.",
"LTU","IT.MLT.MAIN.P2","Lithuanian Telecom. From 2002: Communications Regulatory Authority.",
